Pair	ROI	Y
P48	17Networks_RH_VisPeri_ExStrInf_2	0.6775
P49	17Networks_RH_VisPeri_ExStrInf_2	-0.1452
P50	17Networks_RH_VisPeri_ExStrInf_2	0.1997
P51	17Networks_RH_VisPeri_ExStrInf_2	0.5392
P52	17Networks_RH_VisPeri_ExStrInf_2	0.2452
P53	17Networks_RH_VisPeri_ExStrInf_2	0.8501
P54	17Networks_RH_VisPeri_ExStrInf_2	4.5088
P55	17Networks_RH_VisPeri_ExStrInf_2	-0.1105
P56	17Networks_RH_VisPeri_ExStrInf_2	-0.6485
P57	17Networks_RH_VisPeri_ExStrInf_2	0.2360
P58	17Networks_RH_VisPeri_ExStrInf_2	0.0113
P59	17Networks_RH_VisPeri_ExStrInf_2	0.1572
P60	17Networks_RH_VisPeri_ExStrInf_2	-0.7722
P00	17Networks_RH_VisPeri_ExStrInf_3	0.2532
P01	17Networks_RH_VisPeri_ExStrInf_3	0.1199
P02	17Networks_RH_VisPeri_ExStrInf_3	-0.7356
P03	17Networks_RH_VisPeri_ExStrInf_3	-1.0557
P04	17Networks_RH_VisPeri_ExStrInf_3	1.8010
P05	17Networks_RH_VisPeri_ExStrInf_3	-0.1592
P06	17Networks_RH_VisPeri_ExStrInf_3	-1.3538
P07	17Networks_RH_VisPeri_ExStrInf_3	-0.3203
P08	17Networks_RH_VisPeri_ExStrInf_3	0.1745
P09	17Networks_RH_VisPeri_ExStrInf_3	-0.0609
P10	17Networks_RH_VisPeri_ExStrInf_3	-0.5635
P11	17Networks_RH_VisPeri_ExStrInf_3	-0.3758
P12	17Networks_RH_VisPeri_ExStrInf_3	-0.5152
P13	17Networks_RH_VisPeri_ExStrInf_3	-1.1604
P14	17Networks_RH_VisPeri_ExStrInf_3	-0.9350
P15	17Networks_RH_VisPeri_ExStrInf_3	1.0940
P16	17Networks_RH_VisPeri_ExStrInf_3	-0.2747
P17	17Networks_RH_VisPeri_ExStrInf_3	0.6284
P18	17Networks_RH_VisPeri_ExStrInf_3	-0.2084
P19	17Networks_RH_VisPeri_ExStrInf_3	-0.3200
P20	17Networks_RH_VisPeri_ExStrInf_3	-0.2796
P21	17Networks_RH_VisPeri_ExStrInf_3	-0.2445
P22	17Networks_RH_VisPeri_ExStrInf_3	-0.5355
P23	17Networks_RH_VisPeri_ExStrInf_3	-0.6993
P24	17Networks_RH_VisPeri_ExStrInf_3	-0.1788
P25	17Networks_RH_VisPeri_ExStrInf_3	0.1484
P26	17Networks_RH_VisPeri_ExStrInf_3	-1.6704
P27	17Networks_RH_VisPeri_ExStrInf_3	1.1083
P28	17Networks_RH_VisPeri_ExStrInf_3	0.3142
P29	17Networks_RH_VisPeri_ExStrInf_3	0.5702
P30	17Networks_RH_VisPeri_ExStrInf_3	0.4648
P31	17Networks_RH_VisPeri_ExStrInf_3	-0.1981
P32	17Networks_RH_VisPeri_ExStrInf_3	0.1865
P33	17Networks_RH_VisPeri_ExStrInf_3	-0.5180
P34	17Networks_RH_VisPeri_ExStrInf_3	0.1825
P35	17Networks_RH_VisPeri_ExStrInf_3	-0.7515
P36	17Networks_RH_VisPeri_ExStrInf_3	-0.4486
P37	17Networks_RH_VisPeri_ExStrInf_3	0.3384
P38	17Networks_RH_VisPeri_ExStrInf_3	0.7710
P39	17Networks_RH_VisPeri_ExStrInf_3	-0.1819
P40	17Networks_RH_VisPeri_ExStrInf_3	-0.6700
P41	17Networks_RH_VisPeri_ExStrInf_3	0.5953
P42	17Networks_RH_VisPeri_ExStrInf_3	0.0849
P43	17Networks_RH_VisPeri_ExStrInf_3	0.6713
P44	17Networks_RH_VisPeri_ExStrInf_3	0.2699
P45	17Networks_RH_VisPeri_ExStrInf_3	0.1493
P46	17Networks_RH_VisPeri_ExStrInf_3	0.1995
P47	17Networks_RH_VisPeri_ExStrInf_3	-0.4531
P48	17Networks_RH_VisPeri_ExStrInf_3	0.7205
P49	17Networks_RH_VisPeri_ExStrInf_3	0.1789
P50	17Networks_RH_VisPeri_ExStrInf_3	0.2178
P51	17Networks_RH_VisPeri_ExStrInf_3	0.1893
P52	17Networks_RH_VisPeri_ExStrInf_3	0.0890
P53	17Networks_RH_VisPeri_ExStrInf_3	1.2340
P54	17Networks_RH_VisPeri_ExStrInf_3	-0.0035
P55	17Networks_RH_VisPeri_ExStrInf_3	-0.7149
P56	17Networks_RH_VisPeri_ExStrInf_3	-0.5667
P57	17Networks_RH_VisPeri_ExStrInf_3	0.3786
P58	17Networks_RH_VisPeri_ExStrInf_3	0.4178
P59	17Networks_RH_VisPeri_ExStrInf_3	0.1037
P60	17Networks_RH_VisPeri_ExStrInf_3	-0.7767
P00	17Networks_RH_VisPeri_ExStrInf_4	-0.0134
P01	17Networks_RH_VisPeri_ExStrInf_4	-1.7748
P02	17Networks_RH_VisPeri_ExStrInf_4	0.1953
P03	17Networks_RH_VisPeri_ExStrInf_4	-2.2149
P04	17Networks_RH_VisPeri_ExStrInf_4	1.6874
P05	17Networks_RH_VisPeri_ExStrInf_4	0.2834
P06	17Networks_RH_VisPeri_ExStrInf_4	-0.2946
P07	17Networks_RH_VisPeri_ExStrInf_4	0.0012
P08	17Networks_RH_VisPeri_ExStrInf_4	-0.0608
P09	17Networks_RH_VisPeri_ExStrInf_4	-0.8489
P10	17Networks_RH_VisPeri_ExStrInf_4	-1.3437
P11	17Networks_RH_VisPeri_ExStrInf_4	-1.1426
P12	17Networks_RH_VisPeri_ExStrInf_4	0.2738
P13	17Networks_RH_VisPeri_ExStrInf_4	0.4343
P14	17Networks_RH_VisPeri_ExStrInf_4	-0.3083
P15	17Networks_RH_VisPeri_ExStrInf_4	0.8693
P16	17Networks_RH_VisPeri_ExStrInf_4	-0.8622
P17	17Networks_RH_VisPeri_ExStrInf_4	-0.4977
P18	17Networks_RH_VisPeri_ExStrInf_4	0.8129
P19	17Networks_RH_VisPeri_ExStrInf_4	-0.0815
P20	17Networks_RH_VisPeri_ExStrInf_4	0.2142
P21	17Networks_RH_VisPeri_ExStrInf_4	0.1151
P22	17Networks_RH_VisPeri_ExStrInf_4	-0.9445
P23	17Networks_RH_VisPeri_ExStrInf_4	-1.0931
P24	17Networks_RH_VisPeri_ExStrInf_4	-0.3579
P25	17Networks_RH_VisPeri_ExStrInf_4	-0.3956
P26	17Networks_RH_VisPeri_ExStrInf_4	0.9413
P27	17Networks_RH_VisPeri_ExStrInf_4	1.5884
P28	17Networks_RH_VisPeri_ExStrInf_4	-0.1588
P29	17Networks_RH_VisPeri_ExStrInf_4	0.5780
P30	17Networks_RH_VisPeri_ExStrInf_4	0.5597
P31	17Networks_RH_VisPeri_ExStrInf_4	-1.2264
P32	17Networks_RH_VisPeri_ExStrInf_4	-0.2026
P33	17Networks_RH_VisPeri_ExStrInf_4	-1.4921
P34	17Networks_RH_VisPeri_ExStrInf_4	0.5217
P35	17Networks_RH_VisPeri_ExStrInf_4	0.7790
P36	17Networks_RH_VisPeri_ExStrInf_4	-0.6483
P37	17Networks_RH_VisPeri_ExStrInf_4	1.2294
P38	17Networks_RH_VisPeri_ExStrInf_4	0.5192
P39	17Networks_RH_VisPeri_ExStrInf_4	-0.2815
P40	17Networks_RH_VisPeri_ExStrInf_4	-0.5745
P41	17Networks_RH_VisPeri_ExStrInf_4	0.4723
P42	17Networks_RH_VisPeri_ExStrInf_4	0.1521
P43	17Networks_RH_VisPeri_ExStrInf_4	0.8180
P44	17Networks_RH_VisPeri_ExStrInf_4	-0.6046
P45	17Networks_RH_VisPeri_ExStrInf_4	-0.9011
P46	17Networks_RH_VisPeri_ExStrInf_4	-0.1255
P47	17Networks_RH_VisPeri_ExStrInf_4	-1.2589
P48	17Networks_RH_VisPeri_ExStrInf_4	0.9109
P49	17Networks_RH_VisPeri_ExStrInf_4	0.2437
P50	17Networks_RH_VisPeri_ExStrInf_4	0.1645
P51	17Networks_RH_VisPeri_ExStrInf_4	-0.2429
P52	17Networks_RH_VisPeri_ExStrInf_4	-0.4170
P53	17Networks_RH_VisPeri_ExStrInf_4	-0.1919
P54	17Networks_RH_VisPeri_ExStrInf_4	0.4342
P55	17Networks_RH_VisPeri_ExStrInf_4	-0.9712
P56	17Networks_RH_VisPeri_ExStrInf_4	0.3547
P57	17Networks_RH_VisPeri_ExStrInf_4	0.4997
P58	17Networks_RH_VisPeri_ExStrInf_4	0.6262
P59	17Networks_RH_VisPeri_ExStrInf_4	-0.2243
P60	17Networks_RH_VisPeri_ExStrInf_4	-1.5384
P00	17Networks_RH_VisPeri_StriCal_1	1.1458
P01	17Networks_RH_VisPeri_StriCal_1	0.3492
P02	17Networks_RH_VisPeri_StriCal_1	0.2621
P03	17Networks_RH_VisPeri_StriCal_1	-1.3392
P04	17Networks_RH_VisPeri_StriCal_1	1.9319
P05	17Networks_RH_VisPeri_StriCal_1	0.1854
P06	17Networks_RH_VisPeri_StriCal_1	-0.2672
P07	17Networks_RH_VisPeri_StriCal_1	-0.8176
P08	17Networks_RH_VisPeri_StriCal_1	0.2222
P09	17Networks_RH_VisPeri_StriCal_1	0.2291
P10	17Networks_RH_VisPeri_StriCal_1	-1.3774
P11	17Networks_RH_VisPeri_StriCal_1	-0.5524
P12	17Networks_RH_VisPeri_StriCal_1	0.0962
P13	17Networks_RH_VisPeri_StriCal_1	-0.0217
P14	17Networks_RH_VisPeri_StriCal_1	-1.8770
P15	17Networks_RH_VisPeri_StriCal_1	1.0434
P16	17Networks_RH_VisPeri_StriCal_1	-0.1852
P17	17Networks_RH_VisPeri_StriCal_1	0.5074
P18	17Networks_RH_VisPeri_StriCal_1	-0.0520
P19	17Networks_RH_VisPeri_StriCal_1	0.3554
P20	17Networks_RH_VisPeri_StriCal_1	-1.0594
P21	17Networks_RH_VisPeri_StriCal_1	-0.0979
P22	17Networks_RH_VisPeri_StriCal_1	-0.0726
P23	17Networks_RH_VisPeri_StriCal_1	-0.7916
P24	17Networks_RH_VisPeri_StriCal_1	-0.2377
P25	17Networks_RH_VisPeri_StriCal_1	-0.1597
P26	17Networks_RH_VisPeri_StriCal_1	-0.0575
P27	17Networks_RH_VisPeri_StriCal_1	1.3003
P28	17Networks_RH_VisPeri_StriCal_1	1.2195
P29	17Networks_RH_VisPeri_StriCal_1	0.9937
P30	17Networks_RH_VisPeri_StriCal_1	0.6659
P31	17Networks_RH_VisPeri_StriCal_1	-0.3219
P32	17Networks_RH_VisPeri_StriCal_1	0.0857
P33	17Networks_RH_VisPeri_StriCal_1	0.4491
P34	17Networks_RH_VisPeri_StriCal_1	0.2506
P35	17Networks_RH_VisPeri_StriCal_1	-0.0322
P36	17Networks_RH_VisPeri_StriCal_1	-0.0138
P37	17Networks_RH_VisPeri_StriCal_1	-0.1216
P38	17Networks_RH_VisPeri_StriCal_1	0.5697
P39	17Networks_RH_VisPeri_StriCal_1	-1.0430
P40	17Networks_RH_VisPeri_StriCal_1	-1.2624
P41	17Networks_RH_VisPeri_StriCal_1	-0.0195
P42	17Networks_RH_VisPeri_StriCal_1	0.1806
P43	17Networks_RH_VisPeri_StriCal_1	0.3665
P44	17Networks_RH_VisPeri_StriCal_1	0.6282
P45	17Networks_RH_VisPeri_StriCal_1	-0.0273
P46	17Networks_RH_VisPeri_StriCal_1	0.0897
P47	17Networks_RH_VisPeri_StriCal_1	0.1677
P48	17Networks_RH_VisPeri_StriCal_1	0.9122
P49	17Networks_RH_VisPeri_StriCal_1	-0.0182
P50	17Networks_RH_VisPeri_StriCal_1	-0.0249
P51	17Networks_RH_VisPeri_StriCal_1	0.4067
P52	17Networks_RH_VisPeri_StriCal_1	-0.0945
P53	17Networks_RH_VisPeri_StriCal_1	0.7960
P55	17Networks_RH_VisPeri_StriCal_1	-0.6589
P56	17Networks_RH_VisPeri_StriCal_1	-0.1290
P57	17Networks_RH_VisPeri_StriCal_1	-0.1918
P58	17Networks_RH_VisPeri_StriCal_1	0.3500
P59	17Networks_RH_VisPeri_StriCal_1	0.3501
P60	17Networks_RH_VisPeri_StriCal_1	-0.5851
P00	17Networks_RH_VisPeri_StriCal_2	1.6340
P01	17Networks_RH_VisPeri_StriCal_2	-0.4818
P02	17Networks_RH_VisPeri_StriCal_2	0.4813
P03	17Networks_RH_VisPeri_StriCal_2	-0.6548
P04	17Networks_RH_VisPeri_StriCal_2	2.0538
P05	17Networks_RH_VisPeri_StriCal_2	0.0531
P06	17Networks_RH_VisPeri_StriCal_2	-0.9554
P07	17Networks_RH_VisPeri_StriCal_2	0.4437
P08	17Networks_RH_VisPeri_StriCal_2	-0.0962
P09	17Networks_RH_VisPeri_StriCal_2	0.3224
P10	17Networks_RH_VisPeri_StriCal_2	-0.3018
P11	17Networks_RH_VisPeri_StriCal_2	-0.3235
P12	17Networks_RH_VisPeri_StriCal_2	-0.1460
P13	17Networks_RH_VisPeri_StriCal_2	-0.1949
P14	17Networks_RH_VisPeri_StriCal_2	-0.5555
P15	17Networks_RH_VisPeri_StriCal_2	0.5349
P16	17Networks_RH_VisPeri_StriCal_2	0.2284
P17	17Networks_RH_VisPeri_StriCal_2	0.8449
P18	17Networks_RH_VisPeri_StriCal_2	0.0619
P19	17Networks_RH_VisPeri_StriCal_2	0.4107
P20	17Networks_RH_VisPeri_StriCal_2	1.0531
P21	17Networks_RH_VisPeri_StriCal_2	-0.2574
P22	17Networks_RH_VisPeri_StriCal_2	0.5032
P23	17Networks_RH_VisPeri_StriCal_2	-0.2737
P24	17Networks_RH_VisPeri_StriCal_2	-1.1319
P25	17Networks_RH_VisPeri_StriCal_2	-0.1163
P26	17Networks_RH_VisPeri_StriCal_2	0.2896
P27	17Networks_RH_VisPeri_StriCal_2	0.2379
P28	17Networks_RH_VisPeri_StriCal_2	0.8455
P29	17Networks_RH_VisPeri_StriCal_2	0.1494
P30	17Networks_RH_VisPeri_StriCal_2	-0.2679
P31	17Networks_RH_VisPeri_StriCal_2	-0.6947
P32	17Networks_RH_VisPeri_StriCal_2	-0.1701
P33	17Networks_RH_VisPeri_StriCal_2	-1.0103
P34	17Networks_RH_VisPeri_StriCal_2	0.6422
P35	17Networks_RH_VisPeri_StriCal_2	0.2814
P36	17Networks_RH_VisPeri_StriCal_2	-0.4265
P37	17Networks_RH_VisPeri_StriCal_2	-0.1132
P38	17Networks_RH_VisPeri_StriCal_2	-0.4104
P39	17Networks_RH_VisPeri_StriCal_2	0.0128
P40	17Networks_RH_VisPeri_StriCal_2	-0.3181
P41	17Networks_RH_VisPeri_StriCal_2	0.2760
P42	17Networks_RH_VisPeri_StriCal_2	-0.0578
P43	17Networks_RH_VisPeri_StriCal_2	0.6602
P44	17Networks_RH_VisPeri_StriCal_2	-1.5177
P45	17Networks_RH_VisPeri_StriCal_2	-1.2689
P46	17Networks_RH_VisPeri_StriCal_2	0.4349
P47	17Networks_RH_VisPeri_StriCal_2	-0.0004
P48	17Networks_RH_VisPeri_StriCal_2	0.7265
P49	17Networks_RH_VisPeri_StriCal_2	-0.1453
P50	17Networks_RH_VisPeri_StriCal_2	0.1032
P51	17Networks_RH_VisPeri_StriCal_2	-0.3271
P52	17Networks_RH_VisPeri_StriCal_2	-0.0851
P53	17Networks_RH_VisPeri_StriCal_2	0.6953
P54	17Networks_RH_VisPeri_StriCal_2	0.5946
P55	17Networks_RH_VisPeri_StriCal_2	0.2523
P56	17Networks_RH_VisPeri_StriCal_2	0.7357
P57	17Networks_RH_VisPeri_StriCal_2	-0.1261
P58	17Networks_RH_VisPeri_StriCal_2	0.9737
P59	17Networks_RH_VisPeri_StriCal_2	-0.1082
P60	17Networks_RH_VisPeri_StriCal_2	-0.4557
P00	17Networks_RH_VisPeri_ExStrSup_1	1.0079
P01	17Networks_RH_VisPeri_ExStrSup_1	-0.4532
P02	17Networks_RH_VisPeri_ExStrSup_1	0.0663
P03	17Networks_RH_VisPeri_ExStrSup_1	-0.1910
P04	17Networks_RH_VisPeri_ExStrSup_1	0.1845
P05	17Networks_RH_VisPeri_ExStrSup_1	-0.8641
P06	17Networks_RH_VisPeri_ExStrSup_1	-0.1264
P07	17Networks_RH_VisPeri_ExStrSup_1	-0.1308
P08	17Networks_RH_VisPeri_ExStrSup_1	1.7340
P09	17Networks_RH_VisPeri_ExStrSup_1	0.5451
P10	17Networks_RH_VisPeri_ExStrSup_1	-0.5296
P11	17Networks_RH_VisPeri_ExStrSup_1	-0.2319
P12	17Networks_RH_VisPeri_ExStrSup_1	-0.3812
P13	17Networks_RH_VisPeri_ExStrSup_1	0.0733
P14	17Networks_RH_VisPeri_ExStrSup_1	-0.3881
P15	17Networks_RH_VisPeri_ExStrSup_1	0.9014
P16	17Networks_RH_VisPeri_ExStrSup_1	0.1568
P17	17Networks_RH_VisPeri_ExStrSup_1	0.1775
P18	17Networks_RH_VisPeri_ExStrSup_1	-0.0327
P19	17Networks_RH_VisPeri_ExStrSup_1	0.0066
P20	17Networks_RH_VisPeri_ExStrSup_1	-0.3339
P21	17Networks_RH_VisPeri_ExStrSup_1	-0.1695
P22	17Networks_RH_VisPeri_ExStrSup_1	0.2479
P23	17Networks_RH_VisPeri_ExStrSup_1	2.4857
P24	17Networks_RH_VisPeri_ExStrSup_1	-0.1776
P25	17Networks_RH_VisPeri_ExStrSup_1	0.2712
P26	17Networks_RH_VisPeri_ExStrSup_1	-0.2406
P27	17Networks_RH_VisPeri_ExStrSup_1	0.6382
P28	17Networks_RH_VisPeri_ExStrSup_1	1.3093
P29	17Networks_RH_VisPeri_ExStrSup_1	0.2479
P30	17Networks_RH_VisPeri_ExStrSup_1	0.0440
P31	17Networks_RH_VisPeri_ExStrSup_1	-0.2682
P32	17Networks_RH_VisPeri_ExStrSup_1	-0.2534
P33	17Networks_RH_VisPeri_ExStrSup_1	-0.5582
P34	17Networks_RH_VisPeri_ExStrSup_1	1.0892
P35	17Networks_RH_VisPeri_ExStrSup_1	-0.7095
P36	17Networks_RH_VisPeri_ExStrSup_1	-0.1350
P37	17Networks_RH_VisPeri_ExStrSup_1	0.3017
P38	17Networks_RH_VisPeri_ExStrSup_1	0.9214
P39	17Networks_RH_VisPeri_ExStrSup_1	-0.6003
P40	17Networks_RH_VisPeri_ExStrSup_1	-0.5371
P41	17Networks_RH_VisPeri_ExStrSup_1	-0.6384
P42	17Networks_RH_VisPeri_ExStrSup_1	0.2569
P43	17Networks_RH_VisPeri_ExStrSup_1	0.0917
P44	17Networks_RH_VisPeri_ExStrSup_1	-0.5320
P45	17Networks_RH_VisPeri_ExStrSup_1	-0.0051
P46	17Networks_RH_VisPeri_ExStrSup_1	-1.0067
P47	17Networks_RH_VisPeri_ExStrSup_1	-0.2690
P48	17Networks_RH_VisPeri_ExStrSup_1	0.5571
P49	17Networks_RH_VisPeri_ExStrSup_1	0.0888
P50	17Networks_RH_VisPeri_ExStrSup_1	0.2346
P51	17Networks_RH_VisPeri_ExStrSup_1	0.0937
P52	17Networks_RH_VisPeri_ExStrSup_1	0.0290
P53	17Networks_RH_VisPeri_ExStrSup_1	0.9094
P54	17Networks_RH_VisPeri_ExStrSup_1	0.0471
P55	17Networks_RH_VisPeri_ExStrSup_1	0.0642
P56	17Networks_RH_VisPeri_ExStrSup_1	-0.5700
P57	17Networks_RH_VisPeri_ExStrSup_1	-0.6196
P58	17Networks_RH_VisPeri_ExStrSup_1	0.2502
P59	17Networks_RH_VisPeri_ExStrSup_1	-0.4786
P60	17Networks_RH_VisPeri_ExStrSup_1	-0.0870
P00	17Networks_RH_VisPeri_ExStrSup_2	0.4070
P01	17Networks_RH_VisPeri_ExStrSup_2	-0.4161
P02	17Networks_RH_VisPeri_ExStrSup_2	-0.0329
P03	17Networks_RH_VisPeri_ExStrSup_2	-1.2186
P04	17Networks_RH_VisPeri_ExStrSup_2	0.7028
P05	17Networks_RH_VisPeri_ExStrSup_2	-0.1202
P06	17Networks_RH_VisPeri_ExStrSup_2	-0.1694
P07	17Networks_RH_VisPeri_ExStrSup_2	0.1121
P08	17Networks_RH_VisPeri_ExStrSup_2	-0.4322
P09	17Networks_RH_VisPeri_ExStrSup_2	0.6566
P10	17Networks_RH_VisPeri_ExStrSup_2	0.2014
P11	17Networks_RH_VisPeri_ExStrSup_2	-0.0350
P12	17Networks_RH_VisPeri_ExStrSup_2	-0.2657
P13	17Networks_RH_VisPeri_ExStrSup_2	-0.2300
P14	17Networks_RH_VisPeri_ExStrSup_2	-0.6960
P15	17Networks_RH_VisPeri_ExStrSup_2	0.6134
P16	17Networks_RH_VisPeri_ExStrSup_2	0.0143
P17	17Networks_RH_VisPeri_ExStrSup_2	-0.1346
P18	17Networks_RH_VisPeri_ExStrSup_2	-0.5361
P19	17Networks_RH_VisPeri_ExStrSup_2	0.0922
P20	17Networks_RH_VisPeri_ExStrSup_2	-1.4368
P21	17Networks_RH_VisPeri_ExStrSup_2	-0.4845
P22	17Networks_RH_VisPeri_ExStrSup_2	0.0021
P23	17Networks_RH_VisPeri_ExStrSup_2	-0.2753
P24	17Networks_RH_VisPeri_ExStrSup_2	0.0630
P25	17Networks_RH_VisPeri_ExStrSup_2	0.0466
P26	17Networks_RH_VisPeri_ExStrSup_2	0.6487
P27	17Networks_RH_VisPeri_ExStrSup_2	1.6347
P28	17Networks_RH_VisPeri_ExStrSup_2	0.4501
P29	17Networks_RH_VisPeri_ExStrSup_2	0.4786
P30	17Networks_RH_VisPeri_ExStrSup_2	0.0496
P31	17Networks_RH_VisPeri_ExStrSup_2	0.1743
P32	17Networks_RH_VisPeri_ExStrSup_2	0.0331
P33	17Networks_RH_VisPeri_ExStrSup_2	0.3688
P34	17Networks_RH_VisPeri_ExStrSup_2	0.7618
P35	17Networks_RH_VisPeri_ExStrSup_2	0.2874
P36	17Networks_RH_VisPeri_ExStrSup_2	-0.9751
P37	17Networks_RH_VisPeri_ExStrSup_2	0.3342
P38	17Networks_RH_VisPeri_ExStrSup_2	0.4135
P39	17Networks_RH_VisPeri_ExStrSup_2	-0.2297
P40	17Networks_RH_VisPeri_ExStrSup_2	-0.5248
P41	17Networks_RH_VisPeri_ExStrSup_2	-0.5987
P42	17Networks_RH_VisPeri_ExStrSup_2	0.5636
P43	17Networks_RH_VisPeri_ExStrSup_2	0.2367
P44	17Networks_RH_VisPeri_ExStrSup_2	-0.0686
P45	17Networks_RH_VisPeri_ExStrSup_2	-0.2442
P46	17Networks_RH_VisPeri_ExStrSup_2	-0.5730
P47	17Networks_RH_VisPeri_ExStrSup_2	-0.2457
P48	17Networks_RH_VisPeri_ExStrSup_2	0.3429
P49	17Networks_RH_VisPeri_ExStrSup_2	-0.3162
P50	17Networks_RH_VisPeri_ExStrSup_2	0.2385
P51	17Networks_RH_VisPeri_ExStrSup_2	0.1190
P52	17Networks_RH_VisPeri_ExStrSup_2	0.1223
P53	17Networks_RH_VisPeri_ExStrSup_2	0.9544
P54	17Networks_RH_VisPeri_ExStrSup_2	0.0635
P55	17Networks_RH_VisPeri_ExStrSup_2	-0.0903
P56	17Networks_RH_VisPeri_ExStrSup_2	0.1528
P57	17Networks_RH_VisPeri_ExStrSup_2	0.2130
P58	17Networks_RH_VisPeri_ExStrSup_2	0.2177
P59	17Networks_RH_VisPeri_ExStrSup_2	-0.3038
P60	17Networks_RH_VisPeri_ExStrSup_2	-0.2182
P00	17Networks_RH_VisPeri_ExStrSup_3	0.7501
P01	17Networks_RH_VisPeri_ExStrSup_3	-0.5717
P02	17Networks_RH_VisPeri_ExStrSup_3	0.0824
P03	17Networks_RH_VisPeri_ExStrSup_3	-1.0659
P04	17Networks_RH_VisPeri_ExStrSup_3	1.0008
P05	17Networks_RH_VisPeri_ExStrSup_3	0.0696
P06	17Networks_RH_VisPeri_ExStrSup_3	-0.6709
P07	17Networks_RH_VisPeri_ExStrSup_3	0.0886
P08	17Networks_RH_VisPeri_ExStrSup_3	0.1233
P09	17Networks_RH_VisPeri_ExStrSup_3	0.0262
P10	17Networks_RH_VisPeri_ExStrSup_3	-0.8122
P11	17Networks_RH_VisPeri_ExStrSup_3	-0.1359
P12	17Networks_RH_VisPeri_ExStrSup_3	-0.1200
P13	17Networks_RH_VisPeri_ExStrSup_3	-0.1138
P14	17Networks_RH_VisPeri_ExStrSup_3	0.0323
P15	17Networks_RH_VisPeri_ExStrSup_3	1.5785
P16	17Networks_RH_VisPeri_ExStrSup_3	0.0261
P17	17Networks_RH_VisPeri_ExStrSup_3	0.9703
P18	17Networks_RH_VisPeri_ExStrSup_3	0.1131
P19	17Networks_RH_VisPeri_ExStrSup_3	-0.1060
P20	17Networks_RH_VisPeri_ExStrSup_3	-1.0880
P21	17Networks_RH_VisPeri_ExStrSup_3	-0.2973
P22	17Networks_RH_VisPeri_ExStrSup_3	-0.0466
P23	17Networks_RH_VisPeri_ExStrSup_3	-0.3210
P24	17Networks_RH_VisPeri_ExStrSup_3	0.0781
P25	17Networks_RH_VisPeri_ExStrSup_3	-0.3463
P26	17Networks_RH_VisPeri_ExStrSup_3	-0.0837
P27	17Networks_RH_VisPeri_ExStrSup_3	0.5229
P28	17Networks_RH_VisPeri_ExStrSup_3	0.7976
P29	17Networks_RH_VisPeri_ExStrSup_3	0.2816
P30	17Networks_RH_VisPeri_ExStrSup_3	0.1199
P31	17Networks_RH_VisPeri_ExStrSup_3	-0.3296
P32	17Networks_RH_VisPeri_ExStrSup_3	0.3114
P33	17Networks_RH_VisPeri_ExStrSup_3	-0.8734
P34	17Networks_RH_VisPeri_ExStrSup_3	0.1078
P35	17Networks_RH_VisPeri_ExStrSup_3	0.4243
P36	17Networks_RH_VisPeri_ExStrSup_3	0.0275
P37	17Networks_RH_VisPeri_ExStrSup_3	-0.4009
P38	17Networks_RH_VisPeri_ExStrSup_3	0.2473
P39	17Networks_RH_VisPeri_ExStrSup_3	0.1877
P40	17Networks_RH_VisPeri_ExStrSup_3	-0.4154
P41	17Networks_RH_VisPeri_ExStrSup_3	-0.8182
P42	17Networks_RH_VisPeri_ExStrSup_3	0.5106
P43	17Networks_RH_VisPeri_ExStrSup_3	0.8638
P44	17Networks_RH_VisPeri_ExStrSup_3	-0.8716
P45	17Networks_RH_VisPeri_ExStrSup_3	-0.7944
P46	17Networks_RH_VisPeri_ExStrSup_3	-0.2479
P47	17Networks_RH_VisPeri_ExStrSup_3	-0.0998
P48	17Networks_RH_VisPeri_ExStrSup_3	0.2951
P49	17Networks_RH_VisPeri_ExStrSup_3	-0.2793
P50	17Networks_RH_VisPeri_ExStrSup_3	0.1979
P51	17Networks_RH_VisPeri_ExStrSup_3	0.2158
P52	17Networks_RH_VisPeri_ExStrSup_3	0.4317
P53	17Networks_RH_VisPeri_ExStrSup_3	1.6871
P54	17Networks_RH_VisPeri_ExStrSup_3	0.2089
P55	17Networks_RH_VisPeri_ExStrSup_3	0.4096
P56	17Networks_RH_VisPeri_ExStrSup_3	0.4092
P57	17Networks_RH_VisPeri_ExStrSup_3	0.1659
P58	17Networks_RH_VisPeri_ExStrSup_3	0.4876
P59	17Networks_RH_VisPeri_ExStrSup_3	-0.0643
P60	17Networks_RH_VisPeri_ExStrSup_3	-0.0882
P00	17Networks_RH_SomMotA_1	0.5454
P01	17Networks_RH_SomMotA_1	0.1544
P02	17Networks_RH_SomMotA_1	-0.7189
P03	17Networks_RH_SomMotA_1	-0.4466
P04	17Networks_RH_SomMotA_1	0.7960
P05	17Networks_RH_SomMotA_1	0.4635
P06	17Networks_RH_SomMotA_1	-0.4033
P07	17Networks_RH_SomMotA_1	0.3010
P08	17Networks_RH_SomMotA_1	0.4944
P09	17Networks_RH_SomMotA_1	-0.2773
P10	17Networks_RH_SomMotA_1	-0.3189
P11	17Networks_RH_SomMotA_1	-0.0555
P12	17Networks_RH_SomMotA_1	0.4524
P13	17Networks_RH_SomMotA_1	-0.1424
P14	17Networks_RH_SomMotA_1	-0.7886
P15	17Networks_RH_SomMotA_1	0.1642
