Type,ROI,Time,mean,sem,lower_bound,upper_bound
threat,Right PAG,0.0000,-0.0261,0.0290,-0.0836,0.0315
threat,Right PAG,1.2500,-0.0719,0.0391,-0.1493,0.0055
threat,Right PAG,2.5000,-0.0020,0.0395,-0.0804,0.0764
threat,Right PAG,3.7500,0.0852,0.0407,0.0046,0.1658
threat,Right PAG,5.0000,0.0231,0.0367,-0.0497,0.0958
threat,Right PAG,6.2500,-0.0152,0.0385,-0.0915,0.0611
threat,Right PAG,7.5000,0.0122,0.0403,-0.0677,0.0921
threat,Right PAG,8.7500,0.0323,0.0393,-0.0455,0.1101
threat,Right PAG,10.0000,-0.0289,0.0380,-0.1042,0.0464
threat,Right PAG,11.2500,0.0010,0.0389,-0.0760,0.0780
threat,Right PAG,12.5000,-0.0165,0.0374,-0.0907,0.0577
threat,Right PAG,13.7500,-0.0336,0.0362,-0.1054,0.0381
threat,Right PAG,15.0000,-0.0020,0.0348,-0.0710,0.0669
threat,Right PAG,16.2500,-0.0105,0.0343,-0.0785,0.0575
threat,Right PAG,17.5000,0.0201,0.0391,-0.0575,0.0977
threat,Right PAG,18.7500,0.0283,0.0407,-0.0523,0.1090
threat,Right PAG,20.0000,0.1385,0.0335,0.0720,0.2050
threat,Right Posterior Caudate,0.0000,-0.0506,0.0165,-0.0833,-0.0178
threat,Right Posterior Caudate,1.2500,-0.1050,0.0182,-0.1412,-0.0689
threat,Right Posterior Caudate,2.5000,-0.1860,0.0218,-0.2293,-0.1427
threat,Right Posterior Caudate,3.7500,-0.2366,0.0245,-0.2852,-0.1879
threat,Right Posterior Caudate,5.0000,-0.2419,0.0308,-0.3030,-0.1809
threat,Right Posterior Caudate,6.2500,-0.1949,0.0320,-0.2584,-0.1314
threat,Right Posterior Caudate,7.5000,-0.1394,0.0331,-0.2049,-0.0738
threat,Right Posterior Caudate,8.7500,-0.1078,0.0311,-0.1696,-0.0461
threat,Right Posterior Caudate,10.0000,-0.0464,0.0279,-0.1017,0.0089
threat,Right Posterior Caudate,11.2500,-0.0370,0.0284,-0.0934,0.0194
threat,Right Posterior Caudate,12.5000,-0.0534,0.0291,-0.1110,0.0042
threat,Right Posterior Caudate,13.7500,-0.0622,0.0265,-0.1148,-0.0097
threat,Right Posterior Caudate,15.0000,-0.0711,0.0256,-0.1218,-0.0204
threat,Right Posterior Caudate,16.2500,-0.0638,0.0248,-0.1130,-0.0146
threat,Right Posterior Caudate,17.5000,-0.0611,0.0234,-0.1074,-0.0147
threat,Right Posterior Caudate,18.7500,-0.0518,0.0248,-0.1009,-0.0027
threat,Right Posterior Caudate,20.0000,-0.0253,0.0207,-0.0663,0.0157
threat,Right Posterior Putamen,0.0000,-0.0353,0.0110,-0.0571,-0.0135
threat,Right Posterior Putamen,1.2500,-0.0766,0.0151,-0.1064,-0.0468
threat,Right Posterior Putamen,2.5000,-0.1069,0.0179,-0.1423,-0.0715
threat,Right Posterior Putamen,3.7500,-0.0842,0.0196,-0.1230,-0.0455
threat,Right Posterior Putamen,5.0000,-0.0215,0.0216,-0.0642,0.0213
threat,Right Posterior Putamen,6.2500,-0.0012,0.0247,-0.0501,0.0477
threat,Right Posterior Putamen,7.5000,-0.0057,0.0221,-0.0494,0.0380
threat,Right Posterior Putamen,8.7500,-0.0184,0.0215,-0.0610,0.0242
threat,Right Posterior Putamen,10.0000,-0.0190,0.0199,-0.0584,0.0203
threat,Right Posterior Putamen,11.2500,-0.0272,0.0211,-0.0691,0.0146
threat,Right Posterior Putamen,12.5000,-0.0156,0.0193,-0.0538,0.0226
threat,Right Posterior Putamen,13.7500,-0.0133,0.0192,-0.0513,0.0247
threat,Right Posterior Putamen,15.0000,-0.0004,0.0195,-0.0390,0.0382
threat,Right Posterior Putamen,16.2500,-0.0049,0.0181,-0.0408,0.0309
threat,Right Posterior Putamen,17.5000,-0.0002,0.0179,-0.0356,0.0353
threat,Right Posterior Putamen,18.7500,-0.0041,0.0172,-0.0382,0.0299
threat,Right Posterior Putamen,20.0000,0.0319,0.0148,0.0027,0.0612
threat,Right Posterior Thalamus,0.0000,-0.0270,0.0090,-0.0448,-0.0091
threat,Right Posterior Thalamus,1.2500,-0.0640,0.0124,-0.0886,-0.0394
threat,Right Posterior Thalamus,2.5000,-0.0614,0.0138,-0.0887,-0.0342
threat,Right Posterior Thalamus,3.7500,-0.0068,0.0162,-0.0389,0.0253
threat,Right Posterior Thalamus,5.0000,0.0393,0.0157,0.0081,0.0704
threat,Right Posterior Thalamus,6.2500,0.0226,0.0160,-0.0091,0.0542
threat,Right Posterior Thalamus,7.5000,-0.0266,0.0154,-0.0571,0.0038
threat,Right Posterior Thalamus,8.7500,-0.0539,0.0160,-0.0857,-0.0222
threat,Right Posterior Thalamus,10.0000,-0.0953,0.0150,-0.1251,-0.0655
threat,Right Posterior Thalamus,11.2500,-0.1063,0.0185,-0.1430,-0.0695
threat,Right Posterior Thalamus,12.5000,-0.0927,0.0166,-0.1257,-0.0598
threat,Right Posterior Thalamus,13.7500,-0.0824,0.0148,-0.1116,-0.0532
threat,Right Posterior Thalamus,15.0000,-0.0589,0.0155,-0.0897,-0.0281
threat,Right Posterior Thalamus,16.2500,-0.0345,0.0139,-0.0620,-0.0070
threat,Right Posterior Thalamus,17.5000,-0.0319,0.0148,-0.0612,-0.0027
threat,Right Posterior Thalamus,18.7500,0.0017,0.0141,-0.0262,0.0295
threat,Right Posterior Thalamus,20.0000,0.0717,0.0131,0.0457,0.0976
threat,Right Ventral Striatum,0.0000,-0.0389,0.0138,-0.0663,-0.0114
threat,Right Ventral Striatum,1.2500,-0.0663,0.0182,-0.1023,-0.0303
threat,Right Ventral Striatum,2.5000,-0.0919,0.0225,-0.1365,-0.0474
threat,Right Ventral Striatum,3.7500,-0.0311,0.0222,-0.0751,0.0130
threat,Right Ventral Striatum,5.0000,-0.0495,0.0236,-0.0964,-0.0026
threat,Right Ventral Striatum,6.2500,-0.0551,0.0256,-0.1059,-0.0043
threat,Right Ventral Striatum,7.5000,-0.0972,0.0238,-0.1443,-0.0501
threat,Right Ventral Striatum,8.7500,-0.0972,0.0244,-0.1455,-0.0489
threat,Right Ventral Striatum,10.0000,-0.1416,0.0239,-0.1891,-0.0942
threat,Right Ventral Striatum,11.2500,-0.1283,0.0232,-0.1742,-0.0824
threat,Right Ventral Striatum,12.5000,-0.1307,0.0206,-0.1715,-0.0900
threat,Right Ventral Striatum,13.7500,-0.1165,0.0233,-0.1627,-0.0703
threat,Right Ventral Striatum,15.0000,-0.1041,0.0215,-0.1468,-0.0615
threat,Right Ventral Striatum,16.2500,-0.0758,0.0213,-0.1181,-0.0336
threat,Right Ventral Striatum,17.5000,-0.0766,0.0208,-0.1178,-0.0354
threat,Right Ventral Striatum,18.7500,-0.0572,0.0237,-0.1041,-0.0102
threat,Right Ventral Striatum,20.0000,0.0258,0.0174,-0.0086,0.0602
threat,vmPFC,0.0000,-0.0067,0.0171,-0.0406,0.0273
threat,vmPFC,1.2500,0.0139,0.0243,-0.0343,0.0621
threat,vmPFC,2.5000,-0.0116,0.0260,-0.0632,0.0399
threat,vmPFC,3.7500,-0.0383,0.0295,-0.0968,0.0202
threat,vmPFC,5.0000,-0.1018,0.0302,-0.1617,-0.0419
threat,vmPFC,6.2500,-0.1767,0.0321,-0.2404,-0.1131
threat,vmPFC,7.5000,-0.2171,0.0318,-0.2802,-0.1540
threat,vmPFC,8.7500,-0.2001,0.0319,-0.2633,-0.1368
threat,vmPFC,10.0000,-0.1538,0.0323,-0.2178,-0.0899
threat,vmPFC,11.2500,-0.1477,0.0313,-0.2098,-0.0856
threat,vmPFC,12.5000,-0.0884,0.0318,-0.1513,-0.0254
threat,vmPFC,13.7500,-0.0689,0.0297,-0.1278,-0.0099
threat,vmPFC,15.0000,-0.0485,0.0321,-0.1121,0.0151
threat,vmPFC,16.2500,-0.0148,0.0316,-0.0775,0.0479
threat,vmPFC,17.5000,-0.0261,0.0315,-0.0886,0.0363
threat,vmPFC,18.7500,-0.0124,0.0304,-0.0728,0.0479
threat,vmPFC,20.0000,0.0323,0.0205,-0.0082,0.0728
